Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1741160757,43,,Aggregated,329.400000,0.100000,7,9,11,12,17,22,29,38,80,150,150,8547,3,7,9.424246002705884,1.7093400238081813,147.8732210234739,16402.727389727388
1741160757,44,,Aggregated,329.400000,0.100000,7,9,11,12,17,23,29,38,80,150,150,8745,3,7,9.463687643688731,1.7093400238081813,147.8732210234739,16781.57655803316
1741160758,44,,Aggregated,340.700000,0.100000,7,9,11,12,17,23,30,38,80,150,150,8951,3,7,9.474704824160815,1.7093400238081813,147.8732210234739,17018.696011618813
1741160758,45,,Aggregated,340.700000,0.100000,7,9,11,12,17,23,30,38,79,150,150,9141,3,7,9.483330041809596,1.7093400238081813,147.8732210234739,17275.23465703971
1741160759,45,,Aggregated,350.800000,0.100000,7,9,11,12,17,23,30,38,79,150,150,9357,3,7,9.504248930664595,1.7093400238081813,147.8732210234739,17630.466068184247
1741160759,46,,Aggregated,350.800000,0.100000,7,9,11,13,17,23,30,38,79,150,150,9571,3,7,9.528856292662574,1.7093400238081813,147.8732210234739,18033.271967401524
1741160760,46,,Aggregated,357.800000,0.100000,7,9,11,13,18,23,30,38,79,150,150,9782,3,7,9.568599777770226,1.7093400238081813,147.8732210234739,18452.753117971784
1741160760,47,,Aggregated,357.800000,0.100000,7,9,11,13,18,23,30,38,79,150,150,9991,3,7,9.606807042430644,1.7093400238081813,147.8732210234739,18877.73686317686
1741160761,47,,Aggregated,367.100000,0.100000,7,9,11,13,18,23,30,38,77,99,150,10171,3,7,9.627132912668841,1.7093400238081813,147.8732210234739,19311.222888604858
1741160761,48,,Aggregated,367.100000,0.100000,7,9,11,13,18,23,31,39,77,99,150,10373,3,7,9.670886686466352,1.7093400238081813,147.8732210234739,19524.725633857128
1741160762,48,,Aggregated,376.200000,0.100000,7,9,11,13,18,24,31,40,80,150,170,10576,3,7,9.752245637260158,1.7093400238081813,171.44224300864153,19848.72834720121
1741160762,49,,Aggregated,376.200000,0.100000,7,9,11,13,18,24,31,40,80,150,170,10807,3,7,9.780675950010288,1.7093400238081813,171.44224300864153,20174.551401869157
1741160763,49,,Aggregated,382.600000,0.100000,7,9,11,13,18,24,31,40,79,150,170,11041,3,7,9.7882297550802,1.7093400238081813,171.44224300864153,20394.248075355492
1741160763,50,,Aggregated,382.600000,0.100000,7,9,11,13,19,24,32,40,79,150,170,11249,3,7,9.835650065313413,1.7093400238081813,171.44224300864153,20832.523602097965
1741160764,50,,Aggregated,386.800000,0.000000,7,9,11,13,19,24,32,40,79,150,170,11464,3,7,9.85412153240048,1.7093400238081813,171.44224300864153,20990.912159804604
1741160764,51,,Aggregated,386.800000,0.000000,7,9,11,13,19,24,32,41,80,150,170,11671,3,7,9.899842358195908,1.7093400238081813,171.44224300864153,21318.037785965214
1741160765,51,,Aggregated,394.700000,0.000000,7,9,11,13,19,24,32,41,80,150,170,11905,3,7,9.925433717959363,1.7093400238081813,171.44224300864153,21618.72902141957
1741160765,52,,Aggregated,394.700000,0.000000,7,9,12,13,19,24,32,41,80,150,170,12163,3,7,9.96614410007157,1.7093400238081813,171.44224300864153,21902.383046945655
1741160766,52,,Aggregated,402.500000,0.000000,7,9,12,13,19,24,32,42,81,150,170,12397,3,7,9.99342941703354,1.7093400238081813,171.44224300864153,22120.212228765024
1741160766,53,,Aggregated,402.500000,0.000000,7,9,12,13,19,25,33,42,81,150,170,12634,3,7,10.047105990892387,1.7093400238081813,171.44224300864153,22288.26254551211
1741160767,53,,Aggregated,412.400000,0.000000,7,9,12,13,19,25,33,42,86,150,170,12864,3,7,10.07387677622889,1.6762359882704914,171.44224300864153,22588.212997512437
1741160767,54,,Aggregated,412.400000,0.000000,7,9,12,13,19,25,33,44,130,410,450,13075,3,7,10.32523504155866,1.6762359882704914,451.69938800972886,22800.618202676866
1741160768,54,,Aggregated,421.900000,0.000000,7,10,12,13,19,25,34,45,130,410,450,13316,3,7,10.371415484121894,1.6762359882704914,451.69938800972886,23113.08831480925
1741160768,55,,Aggregated,421.900000,0.000000,7,10,12,14,19,25,34,45,130,410,450,13569,3,7,10.39431164383887,1.6762359882704914,451.69938800972886,23349.69806175842
